frame,joint,donny_angle,test_angle,difference,donny_time,test_time
26,Right Arm,21.317160373332104,174.3449899850547,153.02782961172258,866.6666666666667,866.6666666666667
26,Left Leg,132.5278980339514,174.2098779022809,41.681979868329506,866.6666666666667,866.6666666666667
26,Right Leg,172.199976476646,128.8783573909205,43.32161908572547,866.6666666666667,866.6666666666667
26,Left Shoulder,105.73509125528264,12.664124446838256,93.07096680844438,866.6666666666667,866.6666666666667
26,Right Shoulder,97.3979066483469,150.28080492158637,52.88289827323946,866.6666666666667,866.6666666666667
27,Right Arm,25.36195853187412,97.35433987030774,71.99238133843362,900.0,900.0
27,Left Leg,130.11287801611775,176.8795715809102,46.76669356479246,900.0,900.0
27,Right Leg,172.13111109981213,130.58485703970362,41.54625406010851,900.0,900.0
27,Left Shoulder,103.21324414511524,17.0546027757216,86.15864136939364,900.0,900.0
27,Right Shoulder,100.95027384861709,161.0617324717058,60.11145862308871,900.0,900.0
27,Chest L,48.66968731976328,8.817804018783416,39.851883300979864,900.0,900.0
27,Chest R,51.154537487160106,11.611334381884353,39.54320310527575,900.0,900.0
28,Right Arm,27.701369939885502,139.0606128395864,111.35924289970092,933.3333333333334,933.3333333333334
28,Left Leg,128.12667378514718,178.72458211044187,50.597908325294696,933.3333333333334,933.3333333333334
28,Left Shoulder,97.49194890657417,4.708238648695444,92.78371025787872,933.3333333333334,933.3333333333334
28,Right Shoulder,102.83920121691187,145.63119086141975,42.79198964450788,933.3333333333334,933.3333333333334
28,Chest L,47.73306704757355,3.621243883058848,44.1118231645147,933.3333333333334,933.3333333333334
28,Chest R,51.60741963414104,1.5799187772424577,50.027500856898584,933.3333333333334,933.3333333333334
29,Right Arm,29.876789594474708,149.68243100040846,119.80564140593376,966.6666666666666,966.6666666666666
29,Left Leg,128.7717379689736,176.8569506261719,48.0852126571983,966.6666666666666,966.6666666666666
29,Left Shoulder,97.352614084725,5.841048803097627,91.51156528162738,966.6666666666666,966.6666666666666
29,Right Shoulder,102.1186499359225,141.57514333641882,39.45649340049631,966.6666666666666,966.6666666666666
29,Chest L,48.23833700924266,2.533277788972365,45.7050592202703,966.6666666666666,966.6666666666666
29,Chest R,51.900245820177496,0.5825173242776578,51.317728495899836,966.6666666666666,966.6666666666666
30,Right Arm,34.0575629877407,179.0461728626122,144.98860987487149,1000.0,1000.0
30,Left Leg,133.75769465718855,174.34725264468247,40.58955798749392,1000.0,1000.0
30,Left Shoulder,94.1007285070348,8.270143476948668,85.83058503008613,1000.0,1000.0
30,Chest L,48.819515667874754,1.3859880068409551,47.4335276610338,1000.0,1000.0
30,Chest R,54.31515059812954,0.2074231697823685,54.107727428347175,1000.0,1000.0
31,Right Arm,37.03073431650222,177.6254605958116,140.59472627930938,1033.3333333333333,1033.3333333333333
31,Left Leg,137.6933764173673,173.2876811823294,35.59430476496212,1033.3333333333333,1033.3333333333333
31,Left Shoulder,91.68344077300804,13.767374305372938,77.9160664676351,1033.3333333333333,1033.3333333333333
31,Chest L,49.17048694837061,2.6529946777520745,46.51749227061853,1033.3333333333333,1033.3333333333333
31,Chest R,55.49381298931582,2.025867836407648,53.46794515290817,1033.3333333333333,1033.3333333333333
32,Right Arm,39.2926459159687,176.08326481350045,136.79061889753174,1066.6666666666667,1066.6666666666667
32,Left Leg,138.76816987236455,179.080009587195,40.311839714830455,1066.6666666666667,1066.6666666666667
32,Left Shoulder,90.17725027222257,17.52816192108267,72.6490883511399,1066.6666666666667,1066.6666666666667
32,Chest L,48.96783186903901,1.157659529594444,47.81017233944456,1066.6666666666667,1066.6666666666667
32,Chest R,55.881672219853314,0.8476465514151708,55.03402566843814,1066.6666666666667,1066.6666666666667
33,Right Arm,43.95206435384256,177.97649234233484,134.02442798849228,1100.0,1100.0
33,Left Shoulder,80.28233449265745,14.44672716542602,65.83560732723143,1100.0,1100.0
33,Chest L,46.42982866300861,5.794485043783895,40.63534361922471,1100.0,1100.0
33,Chest R,54.913509175111365,5.395856000166028,49.51765317494534,1100.0,1100.0
34,Right Arm,46.65859848358576,176.5766229573276,129.91802447374184,1133.3333333333333,1133.3333333333333
34,Right Leg,116.81488935091625,148.67084857486196,31.855959223945717,1133.3333333333333,1133.3333333333333
34,Left Shoulder,74.9146352066721,14.7028117858876,60.2118234207845,1133.3333333333333,1133.3333333333333
34,Chest L,45.74758744215218,7.349862798564714,38.397724643587466,1133.3333333333333,1133.3333333333333
34,Chest R,54.58007487622668,6.532907579355797,48.04716729687088,1133.3333333333333,1133.3333333333333
35,Right Arm,46.85751577346883,176.5035232774279,129.64600750395905,1166.6666666666667,1166.6666666666667
35,Right Leg,116.461394932601,147.1436343428164,30.682239410215402,1166.6666666666667,1166.6666666666667
35,Left Shoulder,73.34853166532972,13.11313114190848,60.235400523421234,1166.6666666666667,1166.6666666666667
35,Chest L,45.906983609911045,4.815257925552039,41.091725684359005,1166.6666666666667,1166.6666666666667
35,Chest R,56.009027909075286,3.8589621006886174,52.15006580838667,1166.6666666666667,1166.6666666666667
36,Right Arm,46.45434743188225,177.28876899424816,130.83442156236592,1200.0,1200.0
36,Right Leg,107.38941794605547,142.56581379246737,35.17639584641189,1200.0,1200.0
36,Left Shoulder,65.95544671965455,6.353872393148339,59.60157432650621,1200.0,1200.0
36,Chest L,45.10701728148175,2.50393527608622,42.603082005395535,1200.0,1200.0
36,Chest R,54.00691928182579,1.519236922843089,52.487682358982696,1200.0,1200.0
37,Right Arm,45.58984293479861,176.41799434068415,130.82815140588554,1233.3333333333337,1233.3333333333337
37,Right Leg,108.39617521964055,142.30521313936802,33.90903791972747,1233.3333333333337,1233.3333333333337
37,Left Shoulder,59.21508519098932,10.568592738666176,48.646492452323145,1233.3333333333337,1233.3333333333337
37,Right Shoulder,134.7244550022917,99.70872677397386,35.01572822831784,1233.3333333333337,1233.3333333333337
37,Chest L,44.689317692763154,2.7257102042346046,41.96360748852855,1233.3333333333337,1233.3333333333337
37,Chest R,53.63438352981838,1.958498822016566,51.67588470780181,1233.3333333333337,1233.3333333333337
38,Right Arm,44.80116020067779,174.71868488986783,129.91752468919003,1266.6666666666663,1266.6666666666663
38,Right Leg,106.61318263464332,142.2156893627752,35.602506728131885,1266.6666666666663,1266.6666666666663
38,Right Shoulder,135.03670594804177,99.11302242829004,35.923683519751734,1266.6666666666663,1266.6666666666663
38,Chest L,44.51911590652072,2.8247570363976044,41.69435887012311,1266.6666666666663,1266.6666666666663
38,Chest R,54.10827186095262,2.1038983731396703,52.00437348781295,1266.6666666666663,1266.6666666666663
39,Right Arm,47.4161523556633,174.33764936434957,126.92149700868627,1300.0,1300.0
39,Right Shoulder,135.58591859173148,90.4008218651052,45.185096726626284,1300.0,1300.0
39,Chest L,43.92305168824573,3.546161269360133,40.376890418885594,1300.0,1300.0
39,Chest R,53.2363304674904,2.999744676938699,50.2365857905517,1300.0,1300.0
40,Right Arm,86.3261409577026,172.05345714925392,85.72731619155131,1333.3333333333333,1333.3333333333333
40,Right Shoulder,136.85992858250066,85.32192192287998,51.53800665962068,1333.3333333333333,1333.3333333333333
40,Chest L,39.83176430291452,6.576648464284868,33.255115838629656,1333.3333333333333,1333.3333333333333
40,Chest R,48.82277028324594,6.095434099537831,42.727336183708104,1333.3333333333333,1333.3333333333333
41,Right Arm,89.7426794442694,171.2506694135126,81.50798996924321,1366.6666666666667,1366.6666666666667
41,Right Shoulder,137.79335660044535,84.84377975244048,52.94957684800487,1366.6666666666667,1366.6666666666667
41,Chest L,39.34577684116282,8.018281470299693,31.327495370863126,1366.6666666666667,1366.6666666666667
41,Chest R,49.13882187279386,7.672718509617519,41.466103363176344,1366.6666666666667,1366.6666666666667
42,Right Shoulder,160.5691667332346,60.61280301145749,99.95636372177711,1400.0,1400.0
43,Right Leg,131.66233064581283,162.1532269509215,30.490896305108663,1433.3333333333333,1433.3333333333333
43,Right Shoulder,151.75421697692204,48.34062572453639,103.41359125238566,1433.3333333333333,1433.3333333333333
44,Right Leg,130.78095196602223,161.75265042890155,30.971698462879317,1466.6666666666663,1466.6666666666663
44,Right Shoulder,143.28799329719394,46.13923558340548,97.14875771378846,1466.6666666666663,1466.6666666666663
45,Right Leg,131.77875924463962,161.8705225319527,30.091763287313086,1500.0,1500.0
45,Right Shoulder,146.5652446318692,15.75960238244007,130.80564224942913,1500.0,1500.0
46,Right Shoulder,127.4217253578366,0.7236928200182731,126.69803253781834,1533.3333333333333,1533.3333333333333
