frame,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y,21_x,21_y,22_x,22_y,23_x,23_y,24_x,24_y,25_x,25_y,26_x,26_y,27_x,27_y,28_x,28_y,29_x,29_y,30_x,30_y,31_x,31_y,32_x,32_y
0,0.785415768623352,0.4071405529975891,0.7863186597824097,0.3988514244556427,0.7858324646949768,0.39923781156539917,0.7854549288749695,0.39960241317749023,0.7897657155990601,0.3977429270744324,0.7914925217628479,0.3974052667617798,0.7931837439537048,0.3971775770187378,0.7899861931800842,0.4032488167285919,0.7986536026000977,0.4001838266849518,0.7867620587348938,0.4155784249305725,0.7902101874351501,0.4159259498119354,0.7773751616477966,0.4593898057937622,0.8265718221664429,0.44518494606018066,0.7504050135612488,0.5165140628814697,0.8606797456741333,0.41311049461364746,0.7145326733589172,0.5468921065330505,0.8310438990592957,0.3724222183227539,0.7027924060821533,0.5528451204299927,0.8251391649246216,0.35513100028038025,0.703018844127655,0.5448319315910339,0.8226333260536194,0.35873329639434814,0.7068174481391907,0.5438841581344604,0.8235231041908264,0.3673880696296692,0.7894840836524963,0.6067798733711243,0.8152994513511658,0.6076116561889648,0.7696012854576111,0.7116820216178894,0.8155413269996643,0.712586522102356,0.7584046721458435,0.8227044343948364,0.8150634169578552,0.8222464919090271,0.7619507908821106,0.8375108242034912,0.818203330039978,0.8433526158332825,0.7287451028823853,0.8320730924606323,0.7905846238136292,0.8304132223129272
1,0.7857101559638977,0.40618032217025757,0.7871502637863159,0.398258775472641,0.7869755029678345,0.3985433578491211,0.7868854403495789,0.3988249897956848,0.7898737192153931,0.39734843373298645,0.7915140986442566,0.397004097700119,0.7931820154190063,0.3967590034008026,0.7908779382705688,0.40293991565704346,0.7988500595092773,0.4001942276954651,0.7872900366783142,0.41488948464393616,0.7902108430862427,0.41514503955841064,0.7768642902374268,0.4600127935409546,0.8274653553962708,0.4451853036880493,0.7495746612548828,0.5176504254341125,0.8626527190208435,0.4136122167110443,0.7144469618797302,0.5474679470062256,0.831233561038971,0.37288981676101685,0.7035388350486755,0.5532037019729614,0.8255062699317932,0.35512256622314453,0.7032793760299683,0.5455657839775085,0.8227182626724243,0.3593257963657379,0.7070483565330505,0.5445339679718018,0.8236019015312195,0.36947572231292725,0.7894982099533081,0.6068041324615479,0.8157188296318054,0.6075435280799866,0.7698686122894287,0.7108629941940308,0.8142305016517639,0.7122626304626465,0.7582727670669556,0.821201741695404,0.8150632381439209,0.8223114013671875,0.7620237469673157,0.8372704982757568,0.8175089955329895,0.8424472212791443,0.7300484776496887,0.831990122795105,0.79185551404953,0.8304113745689392
2,0.7862686514854431,0.40604540705680847,0.7879839539527893,0.39820238947868347,0.7879153490066528,0.39847126603126526,0.7878937125205994,0.39874279499053955,0.7902887463569641,0.3973202407360077,0.7918042540550232,0.3969764709472656,0.7933512330055237,0.39673280715942383,0.7915264368057251,0.4029363989830017,0.7992821335792542,0.40034589171409607,0.78781658411026,0.4147559404373169,0.7903220057487488,0.414944589138031,0.7767690420150757,0.46020781993865967,0.8281919360160828,0.44504818320274353,0.7492339015007019,0.5185707211494446,0.8636576533317566,0.4140513241291046,0.7144723534584045,0.5481047630310059,0.8317299485206604,0.3729829788208008,0.704096794128418,0.5540112257003784,0.826103150844574,0.3551402986049652,0.7036373019218445,0.5467935800552368,0.8231248259544373,0.3595644235610962,0.707448422908783,0.5454666614532471,0.8241022229194641,0.3697650730609894,0.7896350622177124,0.6068137884140015,0.8164252638816833,0.6075305938720703,0.7700373530387878,0.710368812084198,0.8136430382728577,0.7120939493179321,0.7581595778465271,0.8208407759666443,0.8150600790977478,0.8223705291748047,0.7620412707328796,0.8372705578804016,0.8169931769371033,0.8415756821632385,0.7307907342910767,0.8318914175033569,0.7921303510665894,0.8304072022438049
3,0.7872167229652405,0.40596163272857666,0.7893598079681396,0.39802199602127075,0.7893663644790649,0.3982333838939667,0.7893920540809631,0.3984476327896118,0.7913192510604858,0.39722374081611633,0.7926361560821533,0.39688801765441895,0.7939859628677368,0.39664629101753235,0.7929173111915588,0.40277600288391113,0.8002871870994568,0.40039876103401184,0.7887351512908936,0.41462501883506775,0.7907253503799438,0.41481533646583557,0.7770528197288513,0.4601980447769165,0.8297183513641357,0.4448925852775574,0.7493301630020142,0.5194351673126221,0.8655962347984314,0.4155431091785431,0.7151617407798767,0.5486464500427246,0.8338842988014221,0.3729843199253082,0.7053127288818359,0.5542685985565186,0.828702986240387,0.35493797063827515,0.7045719623565674,0.5472593307495117,0.8255749344825745,0.3595483601093292,0.708440899848938,0.545953631401062,0.8266906142234802,0.3697156310081482,0.7901343703269958,0.6068145632743835,0.8172715306282043,0.6075179576873779,0.7706800103187561,0.7104310393333435,0.8136097192764282,0.7120922803878784,0.7581039071083069,0.8206421732902527,0.8150598406791687,0.8223713636398315,0.762069821357727,0.8372736573219299,0.8166185021400452,0.8407987952232361,0.73105388879776,0.8318479657173157,0.7923564314842224,0.8303338885307312
4,0.7883528470993042,0.4059658348560333,0.7904730439186096,0.39799901843070984,0.7904890775680542,0.398189514875412,0.7905044555664062,0.39838266372680664,0.792289674282074,0.3972241282463074,0.7934947609901428,0.39689216017723083,0.7947289943695068,0.39665547013282776,0.7939446568489075,0.40273988246917725,0.8012937903404236,0.4006873667240143,0.7899006009101868,0.41460704803466797,0.7915343046188354,0.41480255126953125,0.7776357531547546,0.46016332507133484,0.8308384418487549,0.44488969445228577,0.7499738931655884,0.5199469923973083,0.8663018345832825,0.4171479046344757,0.7170428037643433,0.549593448638916,0.8355294466018677,0.3731318414211273,0.7071411609649658,0.5552943348884583,0.8304164409637451,0.3548799753189087,0.706303060054779,0.5490513443946838,0.827250063419342,0.3595486283302307,0.7105816006660461,0.5475850701332092,0.8283330798149109,0.36967048048973083,0.7908462882041931,0.6069202423095703,0.8182457089424133,0.6075172424316406,0.7714855670928955,0.7104488015174866,0.8136587142944336,0.7121404409408569,0.7580136656761169,0.8205590844154358,0.8150596618652344,0.8224318623542786,0.7620710730552673,0.8372867107391357,0.8164022564888,0.8406285047531128,0.731228768825531,0.831830620765686,0.7923324704170227,0.8301995992660522
5,0.7893466949462891,0.4059546887874603,0.7913695573806763,0.3978891968727112,0.7913351058959961,0.39805278182029724,0.7913030385971069,0.39822274446487427,0.7932472825050354,0.39717599749565125,0.7944242358207703,0.39685752987861633,0.7956352233886719,0.39662736654281616,0.7947046160697937,0.40266644954681396,0.8023063540458679,0.4007727801799774,0.7907049655914307,0.4145873188972473,0.7923514246940613,0.4147792458534241,0.7783138751983643,0.46014732122421265,0.8316449522972107,0.44488978385925293,0.750608503818512,0.5200151205062866,0.866856038570404,0.4180597960948944,0.7182085514068604,0.5499323010444641,0.8365374207496643,0.37342289090156555,0.7086171507835388,0.5560117959976196,0.8313727974891663,0.35485896468162537,0.707695722579956,0.5501559376716614,0.828219473361969,0.35963675379753113,0.7120452523231506,0.5484460592269897,0.8293231725692749,0.3697783052921295,0.7913118004798889,0.6071386337280273,0.8187474012374878,0.6075711846351624,0.771920382976532,0.7104673385620117,0.8136914372444153,0.7121667265892029,0.7579786777496338,0.8204280138015747,0.8150594234466553,0.822432279586792,0.7620770335197449,0.8372851014137268,0.8162384629249573,0.840400755405426,0.7313695549964905,0.8318141102790833,0.7925499081611633,0.8301037549972534
6,0.7905724048614502,0.4059072732925415,0.7923824787139893,0.3977199196815491,0.7922777533531189,0.39784660935401917,0.7921885848045349,0.39798277616500854,0.7944061160087585,0.3970945477485657,0.7955915927886963,0.39679765701293945,0.7968049645423889,0.39658117294311523,0.7955090999603271,0.40255823731422424,0.8032996654510498,0.4008159041404724,0.7917417287826538,0.41451960802078247,0.7935044765472412,0.4147335886955261,0.7788017988204956,0.4601309299468994,0.8325752019882202,0.4448874890804291,0.7516766786575317,0.5206567049026489,0.8685071468353271,0.419093519449234,0.7202249765396118,0.5514626502990723,0.8378233313560486,0.37462180852890015,0.7111154198646545,0.5573858022689819,0.8323323726654053,0.3551299273967743,0.7100998163223267,0.5517053008079529,0.829357922077179,0.36053529381752014,0.714374840259552,0.5501256585121155,0.8305705785751343,0.370903342962265,0.7921947836875916,0.6071649193763733,0.8197831511497498,0.6075792908668518,0.7723844647407532,0.7104514837265015,0.8138970136642456,0.7124727964401245,0.7579783797264099,0.820438027381897,0.815045177936554,0.8225027322769165,0.7620810866355896,0.8373240232467651,0.8160627484321594,0.8403835296630859,0.7316127419471741,0.831812858581543,0.7925875186920166,0.8300988674163818
7,0.7911847233772278,0.4056701958179474,0.7930235266685486,0.39734306931495667,0.792901873588562,0.3974447548389435,0.7928018569946289,0.3975664973258972,0.7951200604438782,0.3968203663825989,0.7963263392448425,0.3965625464916229,0.7975605130195618,0.3963828980922699,0.7961235046386719,0.4023744463920593,0.8039882779121399,0.4008195698261261,0.7923164367675781,0.4143381118774414,0.7941750288009644,0.41457611322402954,0.7794418334960938,0.46012404561042786,0.8331100940704346,0.4447927176952362,0.752172589302063,0.5213159918785095,0.869367241859436,0.4197229743003845,0.7214645743370056,0.5529225468635559,0.8387726545333862,0.37564796209335327,0.7124851942062378,0.5590800642967224,0.8331838846206665,0.3554534316062927,0.7115892171859741,0.5533123016357422,0.8303861021995544,0.3614386022090912,0.7159209847450256,0.551686704158783,0.8315857648849487,0.37199899554252625,0.7929133176803589,0.6071862578392029,0.8205326199531555,0.6076700687408447,0.7726743817329407,0.7104151248931885,0.8140532374382019,0.7126308679580688,0.7579877972602844,0.820441722869873,0.8150350451469421,0.8225835561752319,0.7621831297874451,0.8375579714775085,0.8159144520759583,0.8404005765914917,0.7317367792129517,0.8318182826042175,0.7927497625350952,0.8300921320915222
8,0.7914310097694397,0.4056430160999298,0.7932460904121399,0.39727160334587097,0.7931434512138367,0.39735978841781616,0.7930613160133362,0.3974723219871521,0.7953221797943115,0.39677754044532776,0.7965271472930908,0.3965241312980652,0.7977626323699951,0.39634764194488525,0.796493649482727,0.40231022238731384,0.8042774796485901,0.40082794427871704,0.7926629185676575,0.4142916202545166,0.7944908738136292,0.41453248262405396,0.7800377607345581,0.46012628078460693,0.8335826992988586,0.4447011649608612,0.7526185512542725,0.5219858884811401,0.8694759011268616,0.42020824551582336,0.722030520439148,0.5540935397148132,0.8392879962921143,0.3760069012641907,0.7129400968551636,0.5604101419448853,0.8338764309883118,0.35564476251602173,0.7120075225830078,0.5546932816505432,0.8311272263526917,0.36180105805397034,0.7164413928985596,0.5530610084533691,0.8322483897209167,0.37231507897377014,0.7932222485542297,0.6073227524757385,0.8207080960273743,0.6078909039497375,0.7728492021560669,0.7103212475776672,0.8142178654670715,0.7130554914474487,0.757992684841156,0.8203002214431763,0.8150187134742737,0.8227226734161377,0.7622476816177368,0.8375785946846008,0.8158565759658813,0.8404113054275513,0.7319501042366028,0.831574022769928,0.7927424311637878,0.8300905227661133
9,0.7920247316360474,0.4054057002067566,0.793798565864563,0.3969552516937256,0.7936782240867615,0.39704659581184387,0.7935764193534851,0.3971647620201111,0.7958735823631287,0.3964958190917969,0.7970754504203796,0.39626336097717285,0.7983102798461914,0.39610952138900757,0.796957790851593,0.40220367908477783,0.804736852645874,0.40082794427871704,0.7931292057037354,0.41411280632019043,0.7950136065483093,0.41436031460762024,0.7805821299552917,0.4601537883281708,0.8338896036148071,0.44466912746429443,0.7535602450370789,0.5225570797920227,0.8699003458023071,0.42082157731056213,0.7231069207191467,0.5558348894119263,0.8400161862373352,0.376485139131546,0.713710606098175,0.5621501207351685,0.8348440527915955,0.35566818714141846,0.7126453518867493,0.5570999979972839,0.832116961479187,0.3620455861091614,0.7171021699905396,0.5555673241615295,0.8331762552261353,0.3727201819419861,0.7936320900917053,0.6073470711708069,0.8212314248085022,0.6079298853874207,0.772925078868866,0.7101970911026001,0.8144997358322144,0.7131604552268982,0.7579891085624695,0.8202269673347473,0.8150138854980469,0.8228567242622375,0.7623021602630615,0.8376317024230957,0.8158181309700012,0.8404185175895691,0.73215252161026,0.8313792943954468,0.7927257418632507,0.8299633264541626
