timestamp_milis,Left Arm,Right Arm,Left Leg,Right Leg,Left Shoulder,Right Shoulder,Chest L,Chest R
0.0,155.53263937027725,97.17190437355735,175.02646978674818,179.61828371751986,29.97008352215201,137.21007136630928,17.62274889814468,18.321844501319763
33.333333333333336,155.66177048393146,94.24934963435881,175.31666512781547,178.75218676632758,30.25526668933621,136.03925385108107,18.139254758781146,18.892806114458473
66.66666666666667,155.60938836934105,93.29078066880052,175.4203342496027,177.73962804414876,30.272937568454594,135.29531791914377,18.421706259054343,19.20775391537299
100.0,155.60715200046488,92.59348295907903,175.87612990004789,177.24115932198882,30.17793736043861,133.66117563388863,18.835882274933535,19.64649877328829
133.33333333333334,156.82530549451621,93.07678667119731,176.38297431246698,176.7618436331156,29.973645525946214,132.46259366545846,19.008256150147858,19.835670228350242
166.66666666666666,157.5520497987972,93.1210863010908,176.59695433787164,176.52178571198016,29.88688046424592,131.83950300342073,19.013407800982648,19.870195713417935
200.0,158.54565719389907,91.06868819197888,176.6046966432062,176.19033403002155,29.34450371388333,130.1686852581599,19.178018241773742,20.028353750205913
233.33333333333334,159.8455180763722,89.89526468369847,176.5103754063939,175.9559296010852,29.25331774580526,129.077287671933,19.136719706567497,19.977885556553215
266.6666666666667,160.2937333384799,89.97732236470732,176.50458578949286,176.0500742714301,29.02363077888197,128.81989130907422,19.056760400046606,19.899809514358477
300.0,160.9512033507927,89.53267936663602,176.3470447340781,176.0711827474185,28.480105793664507,127.94736667059408,18.966119489527124,19.81364166778708
333.3333333333333,161.35294623942764,88.44222773804496,176.1952130228587,176.30153021186013,27.181631703913204,127.04882183838531,19.060421810167057,19.904291411661035
366.66666666666663,161.41857533754953,87.46920835063972,176.16385624290845,176.28893774765316,26.629693349833488,125.59936509870455,19.06011396096915,19.92237274993201
400.0,162.16024636849525,86.13046484775666,176.16498080075823,176.42597280832092,25.892628600453943,124.00665286511722,18.974793246527593,19.8372997405878
433.33333333333337,163.3543800460597,85.50155983774121,176.14016250082767,176.56402501591054,24.741315212048328,123.32944414232985,18.9071007912101,19.773059647708635
466.6666666666667,164.5397116314355,85.21850108302762,176.14007364664278,176.8374172241279,23.99318987864377,122.93618410782778,18.84861200083997,19.714986283043917
500.0,167.38567287264905,84.89495390414424,176.16174568229388,177.02570028496604,22.98264425594242,122.52699785365013,18.856833614239903,19.716054256240668
533.3333333333334,168.3532761285443,83.7981096834191,176.12468335415093,177.0866140038036,22.40678435964975,121.21159896299494,18.835589298177645,19.699715154591082
566.6666666666666,168.30171558680448,82.91997286196,176.05964435360255,177.12548040114243,21.957912183602286,120.2310023232531,18.783850894046303,19.65324766032829
600.0,168.49787696156721,81.53046379272507,176.0310514309416,177.12709374764523,21.807890329733787,118.141312735724,18.75602063705502,19.616595011040832
633.3333333333333,167.8928055970632,79.90984571273358,176.124620742433,177.1505027228257,21.67319312277229,116.0768545510545,18.74175404696633,19.60178883080881
666.6666666666666,167.18081628562047,78.6761280530842,175.91801937520677,177.15990304004384,21.593678260702642,114.33814241307105,18.72785096096974,19.591361614767802
700.0,165.2087365216306,76.76343884920445,174.93120740495684,177.3993752385321,22.620981950197418,110.71357491776249,18.70678305405398,19.570115192291592
733.3333333333333,160.47797882587952,75.77088193091227,173.3503737725421,177.92633191643344,25.212569146784798,108.82488464416593,18.670565489496113,19.44628403264153
766.6666666666666,158.27106967842363,75.21683405348925,171.8867506023013,178.26913168625617,27.40318755152834,107.31866473050368,18.657728057578854,19.380660522185774
800.0,151.4543955311792,73.81167080370768,169.10868607732667,179.32181097248514,33.43953362120181,105.38815052698254,18.763921305395257,19.59134212009466
833.3333333333334,151.13836390251763,73.78749903951332,167.54172439680573,179.94746203108397,43.21928099486537,104.77064501819189,18.83005919021116,19.674446956970804
866.6666666666667,151.79045000565085,74.06254578980955,166.92591378647467,179.83845598357564,51.84695619707756,104.32936553833105,19.015005093559118,19.816656443772125
900.0,133.47611738137908,74.16518111495105,166.35514091712508,179.64967534071587,76.37959851797092,103.22258114360213,19.56542707379243,20.21074174820596
933.3333333333334,138.17561176862458,75.18765988098562,166.66393303942849,179.7910393693253,95.85684606860728,101.4438903423461,19.288143533085226,19.657604031704164
966.6666666666666,150.28124877270554,76.08585515370174,167.0724179176069,179.2113410201958,109.99354350726989,100.46372319283896,19.35058962506922,19.51181130223545
1000.0,168.23814624326357,75.05930668964457,168.6346093863098,179.3996279577772,126.17390941042518,96.95522382864466,19.55640659833807,19.28436917319258
1033.3333333333333,175.50479500590993,75.11737907815649,171.1174265651941,179.8373775447709,131.82312124037546,94.7620426333325,20.057017790801474,19.380900667898302
1066.6666666666667,175.8820316539842,73.82012977587802,171.6936730118791,179.97730104241023,132.45876139511262,92.77585353825904,19.700698925120957,18.85403819665268
1100.0,177.8478490448407,73.42998553053292,173.10592544985005,179.82749321165372,129.42493888227236,93.09623284767719,19.998092564985637,19.01580404433254
1133.3333333333333,179.08764119445487,71.3519503182098,173.98428665646173,179.9977169616965,128.05671980802583,92.08334531482687,20.23657874972991,19.157898094409692
1166.6666666666667,178.94752714402608,70.49934724241004,174.4458860862025,178.78135540043283,126.76184425471742,91.38677686625167,20.41852795440459,19.3299448290696
1200.0,174.50458038631356,69.43112313697547,171.6177928393436,178.82610941346317,122.24529983585388,92.14752758027511,20.317450768053202,19.31547803341749
1233.3333333333335,177.8999304167191,71.18753139685393,169.2824645697161,177.27688488083172,116.06518205558523,94.20506980009719,20.053085836033354,19.048196792103642
1266.6666666666665,170.0085033785962,73.97420155525933,169.14750914389865,175.09336143708495,113.76285684579409,96.54553955141532,20.462486837004718,19.375660210978893
1300.0,153.6311244000254,74.46211517797727,166.40481983956485,174.79555873100998,104.44023675662069,98.79410652195311,19.96919779282502,18.98173997826103
1333.3333333333333,171.49433369281698,71.46257258198634,166.7605753035961,173.9029484746139,81.75630240977608,99.08164777519404,19.978114688615154,19.117202364917336
1366.6666666666667,172.0168899212705,71.15206608431752,166.7004436592045,172.7506330821984,74.8481329362844,98.59083672815663,19.161751747873833,18.627177749150604
1400.0,168.82723987652705,71.13653036639228,169.3304518549185,167.6709386893574,61.34043194269883,98.91710907178444,19.00207921040004,18.65503604463095
1433.3333333333333,173.3054904259915,71.30988396721823,170.064304713079,164.57232839927187,50.769137253375305,97.70928991591074,18.94040554116289,18.721714512476005
1466.6666666666665,174.5676576890167,71.05786498021136,171.51616972064232,163.07237430582126,46.475421098850354,96.31360713993608,18.701937055971555,18.743500272593405
1500.0,176.89684013508761,86.81414456397971,174.51929038665568,157.48252154375083,35.27162190108349,103.36641412303076,18.14829383244027,18.52665376721951
1533.3333333333333,175.10866728186335,125.34826755405979,175.8421537436212,153.04933798791842,31.7175400013926,138.18339783092662,15.982413394376632,16.829298424677326
1566.6666666666667,174.64895028820163,138.3927495728596,174.58264651177615,152.00148513677826,31.688415682535698,143.6190503733722,13.604474559135666,14.38946836257618
1600.0,164.3974759500544,150.72662637998934,174.19643879116336,147.34473311211966,27.898595234237327,134.60635565689407,7.695455156740408,8.252664290380077
1633.3333333333333,145.03659637516859,147.89612335520087,174.776792050168,145.52767981580314,21.17971162263958,15.321543356461145,3.856407357043244,4.208563379693998
1666.6666666666667,134.41345206869647,172.63186723755553,174.19192827852615,145.0501654096514,16.77413495018811,161.6946943953258,1.4543518245880958,1.803538833355589
1700.0,118.29159522393999,164.29985673423903,173.78712167851484,147.74854201785294,14.412698728035153,142.7514826461409,0.495338233756512,0.11273007845052008
1733.3333333333335,109.53975235697777,175.56564302464903,172.36811253266595,150.79228547786394,11.246639423301671,134.3568785360195,1.730498845856526,1.5075286364969511
1766.6666666666665,103.58163906791751,177.12080055382074,171.48997605153784,152.1999367231327,9.99103458393743,128.54472159748903,3.139289676498766,3.1158247449984393
1800.0,87.86346837573818,169.7203315725181,171.401506489872,156.28370091935437,9.065719553817877,117.964009550964,4.094074305186675,4.216542185380692
1833.3333333333333,80.34320713856444,175.37742587150967,171.34587985089394,156.57285165508588,8.402040924119676,95.14682113427423,5.712421810829667,6.137081771540826
1866.6666666666667,80.35942287184838,165.2554348198865,171.35611866954488,156.70569487687467,8.408986511443928,82.19930651118224,5.664554974604725,6.105955417977177
1900.0,81.12699103419918,157.18934964689262,171.33805217102557,157.34307121373396,7.599606863581477,61.33536156006311,5.574782136571933,5.981545850946182
1933.3333333333333,82.45125647617365,153.31328445280147,171.33084857290524,157.90536754447498,7.016741648254986,51.37666412663858,5.456024819705543,5.868236988902067
1966.6666666666665,82.6661388021152,152.5865099712086,171.25840586760475,158.5355022219993,6.652099965232439,46.91010552266654,5.797900844436707,6.255511368374746
2000.0,81.78009055150584,148.53742948223103,171.38107551920527,158.23336692167112,5.490407509029014,37.05519235519163,4.269269487669303,4.5478564049151275
2033.3333333333333,80.19888718437058,135.03306584163582,171.22013826368675,159.2616158910011,5.376797348740348,30.32909486254247,4.021463495145056,4.270490241348104
2066.6666666666665,79.6989753012057,132.08776610046039,171.18861692304736,159.43094031597604,5.232141054286418,29.673145102602707,3.8195092106986497,4.042164694711666
2100.0,78.4064652101628,121.05263334216352,171.21568243857234,159.59562602061595,4.538304641047517,26.633600241176108,3.314567631484657,3.4913001862886985
