frame,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y,21_x,21_y,22_x,22_y,23_x,23_y,24_x,24_y,25_x,25_y,26_x,26_y,27_x,27_y,28_x,28_y,29_x,29_y,30_x,30_y,31_x,31_y,32_x,32_y
0,0.45549067854881287,0.40633535385131836,0.46262961626052856,0.3819892108440399,0.4680652916431427,0.3826749920845032,0.47363990545272827,0.3833724558353424,0.45115402340888977,0.37993356585502625,0.44860130548477173,0.3795018196105957,0.44626304507255554,0.3791598081588745,0.4839329421520233,0.38798585534095764,0.44882211089134216,0.3837606608867645,0.4677015542984009,0.43015575408935547,0.45491546392440796,0.4281004071235657,0.5364185571670532,0.48204854130744934,0.4198887050151825,0.4964829087257385,0.602267861366272,0.5392569303512573,0.3786398470401764,0.6566448211669922,0.5767664313316345,0.3880200982093811,0.3460935354232788,0.7092370390892029,0.5773500204086304,0.35071805119514465,0.33480507135391235,0.7436041831970215,0.5701586604118347,0.34726059436798096,0.3420507609844208,0.7328516244888306,0.5669699907302856,0.35939499735832214,0.34554269909858704,0.7312270998954773,0.4921080768108368,0.7872146964073181,0.4199117422103882,0.7595692873001099,0.5364818572998047,0.9798488020896912,0.3557126224040985,0.8752591609954834,0.536798894405365,0.9926280975341797,0.38883504271507263,0.9501317739486694,0.5392405986785889,0.9536343216896057,0.40134313702583313,0.9588757753372192,0.5370951890945435,1.0521783828735352,0.3600315451622009,0.9952507019042969
1,0.45305106043815613,0.3928077220916748,0.4567740559577942,0.3721570670604706,0.45935630798339844,0.3727584481239319,0.4620511829853058,0.3735863268375397,0.4503413140773773,0.37053120136260986,0.4484001398086548,0.37005531787872314,0.44625967741012573,0.36982104182243347,0.47592470049858093,0.38143330812454224,0.449398010969162,0.3773665428161621,0.4623779058456421,0.41424131393432617,0.45378753542900085,0.4118252992630005,0.5321549773216248,0.47449904680252075,0.4214452803134918,0.4914668798446655,0.6019926071166992,0.5385798215866089,0.391867458820343,0.6386574506759644,0.5773325562477112,0.3867887556552887,0.3474457561969757,0.7124349474906921,0.5778471231460571,0.35011231899261475,0.33505329489707947,0.7358816266059875,0.5704239010810852,0.34677815437316895,0.3415451645851135,0.7304381132125854,0.5671389698982239,0.35898980498313904,0.3452582061290741,0.7288765907287598,0.47699132561683655,0.783100426197052,0.4395993947982788,0.7675915956497192,0.4610867500305176,0.9227005839347839,0.44162365794181824,0.8887247443199158,0.45479699969291687,0.9725561141967773,0.4577525854110718,1.0147548913955688,0.4288526177406311,0.9523032903671265,0.4311732053756714,0.9701418280601501,0.43962234258651733,0.9951795935630798,0.45701614022254944,1.0623993873596191
2,0.4531652629375458,0.38490965962409973,0.4567185938358307,0.36362695693969727,0.45898815989494324,0.36463096737861633,0.4613732099533081,0.36592957377433777,0.45089277625083923,0.3618697226047516,0.4494101107120514,0.36179599165916443,0.4477009177207947,0.3621000349521637,0.4741451144218445,0.3776063323020935,0.4502128064632416,0.37421175837516785,0.46231135725975037,0.4077337980270386,0.4540213644504547,0.4051035940647125,0.5300145745277405,0.4728587567806244,0.4216531813144684,0.4915531277656555,0.6007767915725708,0.538468062877655,0.3935520052909851,0.6362603902816772,0.5775529742240906,0.3865133821964264,0.3478153347969055,0.7122848629951477,0.5783483386039734,0.3500988483428955,0.3351486623287201,0.7319547533988953,0.5705201029777527,0.3467843532562256,0.3409850299358368,0.7291643023490906,0.5671442747116089,0.3590138554573059,0.34537431597709656,0.7277429103851318,0.47205162048339844,0.7809057235717773,0.4399070143699646,0.7723853588104248,0.47646579146385193,0.9179614782333374,0.43299612402915955,0.8964875936508179,0.4714091122150421,0.9754700660705566,0.44708627462387085,0.9972174763679504,0.46880728006362915,0.97954261302948,0.42382559180259705,0.9710366725921631,0.4637283384799957,1.0058088302612305,0.438705712556839,1.0751808881759644
3,0.45447856187820435,0.3796866536140442,0.4570247530937195,0.35835036635398865,0.45896774530410767,0.35939455032348633,0.4606187045574188,0.3607393801212311,0.4535515606403351,0.3572706878185272,0.45318803191185,0.3577408492565155,0.4525485634803772,0.35857605934143066,0.4732021987438202,0.37821802496910095,0.4545302093029022,0.3727225363254547,0.4624859392642975,0.4034813344478607,0.4562768340110779,0.4025045335292816,0.5229295492172241,0.4728125333786011,0.42422646284103394,0.4916713535785675,0.5993667840957642,0.5383948087692261,0.40909305214881897,0.6373269557952881,0.5776058435440063,0.38612645864486694,0.3511548638343811,0.712221086025238,0.5785725116729736,0.35008078813552856,0.33537232875823975,0.7246901392936707,0.5705229640007019,0.34674906730651855,0.3387337327003479,0.7245597839355469,0.5670904517173767,0.35904258489608765,0.3448750674724579,0.7231007814407349,0.46116819977760315,0.7775123119354248,0.45503631234169006,0.7767050266265869,0.43260499835014343,0.8934804797172546,0.4741078019142151,0.903895914554596,0.40740320086479187,0.9461165070533752,0.4878985285758972,1.0399045944213867,0.41389986872673035,0.9753096103668213,0.4849099814891815,1.0596312284469604,0.4158113896846771,0.9841674566268921,0.4950709939002991,1.0769047737121582
4,0.45544493198394775,0.38071978092193604,0.4576895833015442,0.3589252531528473,0.45947128534317017,0.35995379090309143,0.464692622423172,0.36889398097991943,0.4538715183734894,0.35763782262802124,0.45309978723526,0.3579634428024292,0.45211154222488403,0.358638197183609,0.47339481115341187,0.3757888376712799,0.45436209440231323,0.37225541472435,0.46283262968063354,0.4038561284542084,0.456360787153244,0.4022105634212494,0.5245293974876404,0.4727187752723694,0.42406442761421204,0.49163806438446045,0.5989035964012146,0.5382876992225647,0.4067014455795288,0.6365345120429993,0.577735960483551,0.3864331543445587,0.3500062823295593,0.7099597454071045,0.5791038274765015,0.3503716289997101,0.33429527282714844,0.7215884327888489,0.5708450675010681,0.3468463122844696,0.3372608721256256,0.7212035655975342,0.5672117471694946,0.3594183325767517,0.34436139464378357,0.7198426127433777,0.46727970242500305,0.7775866985321045,0.4501872658729553,0.7755674719810486,0.4382426142692566,0.9127911925315857,0.43314215540885925,0.8980416059494019,0.4473983943462372,1.0101350545883179,0.42059171199798584,0.9722293615341187,0.44996118545532227,1.0275001525878906,0.4306483268737793,1.0009825229644775,0.44880399107933044,1.0638905763626099,0.45586326718330383,1.0622501373291016
5,0.45643097162246704,0.3825354278087616,0.45778438448905945,0.36038270592689514,0.459962397813797,0.361274778842926,0.4648588001728058,0.3748483955860138,0.4549156129360199,0.3591914772987366,0.45421621203422546,0.3594190776348114,0.45321688055992126,0.3599644899368286,0.47336873412132263,0.3754056692123413,0.45494821667671204,0.3725908398628235,0.4628957211971283,0.4049517512321472,0.45732128620147705,0.40372762084007263,0.5250805020332336,0.4727116525173187,0.42441603541374207,0.4916800558567047,0.5985988974571228,0.5377373099327087,0.40486210584640503,0.6369045972824097,0.5776521563529968,0.38694027066230774,0.34987908601760864,0.7093992829322815,0.5791471600532532,0.35072416067123413,0.3349228799343109,0.7193253040313721,0.5708574056625366,0.34695854783058167,0.3368341624736786,0.7186449766159058,0.5671791434288025,0.3597545921802521,0.3442365229129791,0.7181507349014282,0.46657469868659973,0.7761509418487549,0.4520444869995117,0.7761807441711426,0.4475707709789276,0.9096748232841492,0.4679073691368103,0.9002004265785217,0.4205145835876465,0.9623528122901917,0.48776116967201233,1.028336763381958,0.4298103153705597,0.9991050362586975,0.4898208975791931,1.052632212638855,0.4419402778148651,1.0133346319198608,0.49532467126846313,1.0740711688995361
6,0.456857293844223,0.3836926221847534,0.45793935656547546,0.361425518989563,0.45987287163734436,0.3622696101665497,0.46275433897972107,0.370768666267395,0.4557766616344452,0.3601681888103485,0.45545482635498047,0.360318660736084,0.4548898935317993,0.36076077818870544,0.47233834862709045,0.379689484834671,0.45728200674057007,0.3728369176387787,0.46303412318229675,0.4059288203716278,0.45833632349967957,0.40478813648223877,0.517919659614563,0.47315871715545654,0.42727863788604736,0.492158442735672,0.5981625914573669,0.5373465418815613,0.4184297025203705,0.6376287341117859,0.5774681568145752,0.38737642765045166,0.34990617632865906,0.706001341342926,0.5790764093399048,0.3507581651210785,0.33544203639030457,0.7183785438537598,0.5708691477775574,0.3469599485397339,0.3367616534233093,0.7170215249061584,0.5671663284301758,0.3599036633968353,0.3442249894142151,0.7168228030204773,0.45607951283454895,0.7762169241905212,0.46062812209129333,0.7754732370376587,0.42238888144493103,0.8784165978431702,0.4892832934856415,0.9024423360824585,0.39778387546539307,0.9362379908561707,0.5067638754844666,1.0478878021240234,0.4106050133705139,0.9713107347488403,0.5075815916061401,1.075279951095581,0.3811322748661041,0.9457654356956482,0.5099743604660034,1.0769389867782593
7,0.4571819603443146,0.3808728754520416,0.4568859338760376,0.35893750190734863,0.4564568102359772,0.3597196042537689,0.45550525188446045,0.3634093403816223,0.4582204520702362,0.3583466410636902,0.46008139848709106,0.3588317036628723,0.4623103141784668,0.35957056283950806,0.45947176218032837,0.3772445619106293,0.46831008791923523,0.37227386236190796,0.4621797800064087,0.40316900610923767,0.46190693974494934,0.4034178555011749,0.4449625611305237,0.49480363726615906,0.4804244935512543,0.4897628128528595,0.5908759832382202,0.5373510122299194,0.44501036405563354,0.629157543182373,0.574311375617981,0.3874102830886841,0.37788325548171997,0.6653429269790649,0.5692949295043945,0.35056430101394653,0.3628538250923157,0.6685853600502014,0.5669453144073486,0.34697046875953674,0.34922733902931213,0.6812898516654968,0.566543698310852,0.36043286323547363,0.3512910008430481,0.6835198402404785,0.442656010389328,0.7760689854621887,0.471518874168396,0.78000408411026,0.37619146704673767,0.8123352527618408,0.5245746970176697,0.9528778195381165,0.3894062936306,0.9233362078666687,0.549358069896698,1.02805757522583,0.39925268292427063,0.9518327713012695,0.5312648415565491,1.1030100584030151,0.3576333224773407,0.9180265665054321,0.5399038195610046,1.0845149755477905
8,0.45717528462409973,0.3790135681629181,0.4559031128883362,0.3569902777671814,0.45472392439842224,0.357623815536499,0.4531044065952301,0.3593077063560486,0.4585401117801666,0.3567158877849579,0.4606776833534241,0.3573199510574341,0.4629773199558258,0.3581749498844147,0.46151331067085266,0.3773934841156006,0.47003594040870667,0.3714815080165863,0.4613490402698517,0.4014820158481598,0.46276143193244934,0.4023469388484955,0.44426271319389343,0.49618473649024963,0.48221689462661743,0.48779958486557007,0.5888853669166565,0.5373544692993164,0.4402228593826294,0.6279872059822083,0.5726110935211182,0.38725224137306213,0.36695799231529236,0.6759123802185059,0.5663092732429504,0.3504270017147064,0.3583357632160187,0.6830971837043762,0.5651326775550842,0.34694698452949524,0.3479417860507965,0.685607373714447,0.5661172270774841,0.3604542016983032,0.3503265082836151,0.6867104172706604,0.44157105684280396,0.7749531865119934,0.4726354777812958,0.7798084616661072,0.3727172613143921,0.8054468035697937,0.5224939584732056,0.9595803618431091,0.39083126187324524,0.928210437297821,0.527759850025177,1.0696998834609985,0.4035039246082306,0.9524899125099182,0.5254942178726196,1.1068769693374634,0.3571457266807556,0.9184376001358032,0.5324920415878296,1.0871984958648682
9,0.45715969800949097,0.37755993008613586,0.4536277949810028,0.35659754276275635,0.4507448375225067,0.3574579060077667,0.44762367010116577,0.3589745759963989,0.4606001079082489,0.3554314076900482,0.4649353623390198,0.35564935207366943,0.46956050395965576,0.35608386993408203,0.4498548209667206,0.3767501413822174,0.47831904888153076,0.3705703318119049,0.4581884443759918,0.40022769570350647,0.4650043249130249,0.4009344279766083,0.4234098196029663,0.5051226019859314,0.5278450846672058,0.47919961810112,0.38215458393096924,0.65931636095047,0.5916249752044678,0.5420638918876648,0.3541790246963501,0.6804552674293518,0.5700659155845642,0.39695975184440613,0.345339298248291,0.6756532788276672,0.5758926868438721,0.36180347204208374,0.3508948087692261,0.6664944291114807,0.5651894807815552,0.35836032032966614,0.35465943813323975,0.6574681401252747,0.5596006512641907,0.37316063046455383,0.4281260371208191,0.7709879875183105,0.4818703830242157,0.7796468138694763,0.3570346236228943,0.7796107530593872,0.5318683385848999,0.9626430869102478,0.3808884620666504,0.9270163178443909,0.5332828760147095,1.0930339097976685,0.39356786012649536,0.9507505297660828,0.5292224287986755,1.1281671524047852,0.345346063375473,0.9143303036689758,0.5429531931877136,1.0967553853988647
