frame,joint,donny_angle,test_angle,difference,donny_time,test_time
24,Right Arm,77.89832107105568,6.410309441295812,71.48801162975987,800.0,800.0
24,Left Shoulder,108.4772711574451,60.85533482985048,47.621936327594625,800.0,800.0
24,Right Shoulder,100.94848807361704,28.83625705250377,72.11223102111327,800.0,800.0
25,Left Arm,168.25512017286798,115.66904029298504,52.58607987988293,833.3333333333334,833.3333333333334
25,Right Arm,78.65914840865591,8.635442140729005,70.02370626792691,833.3333333333334,833.3333333333334
25,Left Shoulder,126.6628908039179,57.72377606133495,68.93911474258294,833.3333333333334,833.3333333333334
25,Right Shoulder,98.714103253776,31.534518533772637,67.17958472000336,833.3333333333334,833.3333333333334
26,Left Arm,172.95230679657178,139.17719914038585,33.775107656185924,866.6666666666667,866.6666666666667
26,Right Arm,78.9258892473822,10.321537766781915,68.60435148060029,866.6666666666667,866.6666666666667
26,Left Shoulder,130.24242892293145,55.21464213782302,75.02778678510843,866.6666666666667,866.6666666666667
26,Right Shoulder,96.8339081134576,33.397455095639124,63.43645301781847,866.6666666666667,866.6666666666667
27,Right Arm,79.18744332533744,12.417828555991417,66.76961476934602,900.0,900.0
27,Left Shoulder,130.55044039753616,44.829175734409205,85.72126466312696,900.0,900.0
27,Right Shoulder,96.58029856099112,36.80338971577101,59.77690884522011,900.0,900.0
28,Right Arm,76.25019449405042,16.367385847780287,59.882808646270135,933.3333333333334,933.3333333333334
28,Left Shoulder,128.4823423860804,35.777160321588106,92.7051820644923,933.3333333333334,933.3333333333334
28,Right Shoulder,95.50581577932704,41.60710321431033,53.89871256501671,933.3333333333334,933.3333333333334
29,Right Arm,74.66778459868823,20.52458427593124,54.14320032275699,966.6666666666666,966.6666666666666
29,Left Shoulder,125.65947759168192,27.632259101968,98.02721848971392,966.6666666666666,966.6666666666666
29,Right Shoulder,94.56548475475574,47.39418627048979,47.171298484265954,966.6666666666666,966.6666666666666
30,Right Arm,73.86011615396392,27.881899344243493,45.97821680972042,1000.0,1000.0
30,Left Shoulder,123.31186640169624,21.05766708364859,102.25419931804765,1000.0,1000.0
30,Right Shoulder,94.71514206222086,57.12359639884001,37.591545663380856,1000.0,1000.0
31,Right Arm,72.48977328523493,37.27145741893342,35.21831586630151,1033.3333333333333,1033.3333333333333
31,Left Shoulder,116.65319009499926,16.686021155632222,99.96716893936704,1033.3333333333333,1033.3333333333333
32,Left Shoulder,110.34587895285848,11.825460094512138,98.52041885834635,1066.6666666666667,1066.6666666666667
33,Left Shoulder,109.5422202120205,6.860100034064818,102.68212017795568,1100.0,1100.0
34,Left Shoulder,101.10096339234566,4.011525232890995,97.08943815945467,1133.3333333333333,1133.3333333333333
35,Right Arm,74.84388216446845,169.36518295434615,94.5213007898777,1166.6666666666667,1166.6666666666667
35,Left Shoulder,84.78705967518765,4.857339473488413,79.92972020169924,1166.6666666666667,1166.6666666666667
35,Right Shoulder,97.81998145545025,173.1823238029124,75.36234234746216,1166.6666666666667,1166.6666666666667
36,Right Arm,73.95375494214508,168.58267448440296,94.62891954225788,1200.0,1200.0
36,Left Shoulder,76.76927262117047,5.598392789803445,71.17087983136703,1200.0,1200.0
36,Right Shoulder,95.84057393255192,12.335659161467037,83.50491477108488,1200.0,1200.0
37,Right Arm,71.31187017952047,121.44140090419808,50.12953072467761,1233.3333333333337,1233.3333333333337
37,Left Shoulder,63.33000283438314,5.881308820865324,57.448694013517816,1233.3333333333337,1233.3333333333337
37,Right Shoulder,96.13911844263336,131.55049572315806,35.411377280524704,1233.3333333333337,1233.3333333333337
38,Left Arm,178.7259511452492,146.9110417062754,31.814909438973814,1266.6666666666663,1266.6666666666663
38,Right Arm,73.91657296882953,141.60364547500774,67.68707250617821,1266.6666666666663,1266.6666666666663
38,Left Shoulder,51.63503473891903,6.495873148400237,45.139161590518796,1266.6666666666663,1266.6666666666663
38,Right Shoulder,95.68416922919413,133.3711296317875,37.686960402593385,1266.6666666666663,1266.6666666666663
39,Left Arm,176.03428844316804,138.4702178645258,37.56407057864223,1300.0,1300.0
39,Right Arm,78.65658846459661,157.77571759635384,79.11912913175723,1300.0,1300.0
39,Left Shoulder,43.48576623149572,6.658183906073705,36.827582325422014,1300.0,1300.0
39,Right Shoulder,99.67085953468492,131.9392248330101,32.268365298325165,1300.0,1300.0
40,Left Arm,170.76465953111492,125.92853542977043,44.83612410134448,1333.3333333333333,1333.3333333333333
41,Left Arm,171.69532701769742,114.29329561152387,57.40203140617355,1366.6666666666667,1366.6666666666667
41,Right Shoulder,145.31111703039988,105.2741912622028,40.03692576819708,1366.6666666666667,1366.6666666666667
42,Left Arm,165.90971147544394,116.48977180575446,49.419939669689484,1400.0,1400.0
42,Right Shoulder,144.22788095757264,93.76083800418829,50.46704295338435,1400.0,1400.0
43,Right Shoulder,10.758032475149053,66.45628586439558,55.69825338924653,1433.3333333333333,1433.3333333333333
44,Right Shoulder,143.1397395937811,45.21800220704415,97.92173738673694,1466.6666666666663,1466.6666666666663
45,Right Shoulder,147.12185054007355,29.869940636373386,117.25190990370017,1500.0,1500.0
46,Left Arm,106.46419684988696,150.66908107806682,44.204884228179864,1533.3333333333333,1533.3333333333333
46,Right Shoulder,137.3759611729619,20.44439930605013,116.93156186691176,1533.3333333333333,1533.3333333333333
47,Left Arm,104.27303454601063,140.09936449122276,35.82632994521212,1566.6666666666667,1566.6666666666667
47,Right Shoulder,128.83990489411386,12.126296503599727,116.71360839051412,1566.6666666666667,1566.6666666666667
48,Left Arm,100.51258162372554,167.74440840048658,67.23182677676104,1600.0,1600.0
48,Right Shoulder,122.4755748368674,7.252066628652384,115.22350820821501,1600.0,1600.0
49,Left Arm,101.5870651497499,170.8353257785374,69.24826062878749,1633.3333333333333,1633.3333333333333
49,Right Shoulder,102.03634654597892,5.141391148364329,96.89495539761458,1633.3333333333333,1633.3333333333333
50,Left Arm,101.72099941907685,169.91432915837277,68.19332973929592,1666.6666666666667,1666.6666666666667
50,Right Shoulder,84.2033743643531,4.180820503383065,80.02255386097004,1666.6666666666667,1666.6666666666667
51,Left Arm,101.50717777363032,171.00527590793337,69.49809813430305,1700.0,1700.0
51,Right Shoulder,75.91645168083232,3.565190900592761,72.35126078023956,1700.0,1700.0
52,Left Arm,101.65811392726188,168.97935660001014,67.32124267274826,1733.3333333333337,1733.3333333333337
52,Right Shoulder,63.24995832366867,3.239669976701038,60.010288346967634,1733.3333333333337,1733.3333333333337
53,Left Arm,103.8032916524252,175.29848929222027,71.49519763979507,1766.6666666666663,1766.6666666666663
53,Right Shoulder,57.81026156916005,2.167827296356293,55.642434272803754,1766.6666666666663,1766.6666666666663
54,Left Arm,101.83807310741096,175.09561485366743,73.25754174625646,1800.0,1800.0
54,Right Shoulder,54.78855105052849,1.4079752453065002,53.38057580522199,1800.0,1800.0
55,Left Arm,98.11106234431723,174.3983651420369,76.28730279771968,1833.3333333333333,1833.3333333333333
55,Right Shoulder,49.35711919693642,0.0039185459225599,49.35320065101386,1833.3333333333333,1833.3333333333333
56,Left Arm,95.4295918657579,174.18921969707444,78.75962783131654,1866.6666666666667,1866.6666666666667
56,Right Shoulder,46.17123572202834,1.370106135340491,44.80112958668785,1866.6666666666667,1866.6666666666667
