frame,Left Arm,Right Arm,Left Leg,Right Leg,Left Shoulder,Right Shoulder,Chest L,Chest R
31,105.97274991927118,39.56824616954898,62.08942171118918,169.32801579804874,111.36388563801924,51.48680346099416,24.124297623908557,22.758161666938538
32,94.35534061201612,38.8140711870298,61.489251922539765,175.2302104938778,102.01359352014788,52.46483719594637,23.95979605764387,22.77323281734705
33,68.8723094964896,37.790183214657645,60.443189745979005,160.27794737488546,76.5628033924928,53.06337386915109,23.809792345791173,22.77214828284678
34,49.977050994133776,38.98631963414074,58.1938201853545,162.29394649006514,58.5870128169609,60.38690769998843,23.6472318923612,22.72384432726087
35,31.2830626852983,41.85580065384351,54.93957613904519,162.74727000709123,37.413054136221525,74.4567906456968,20.68669444475152,21.09251015020352
36,32.228341336947,48.78439647168708,51.83356523804317,162.42580865811368,35.32903267258747,71.47150876446734,16.26219096031293,17.817972114218563
37,31.571113150373552,13.393882772841586,46.885647962390856,162.4116899267065,30.097979246174845,25.975911121373034,10.599876493191438,12.300368596602166
38,36.01823341638019,51.24513484214808,49.06376785575826,174.11223308515017,14.620971015219524,1.8406238747261428,6.393813918567905,8.781991068011482
39,46.8013404554275,38.82026325002405,49.83917844455949,168.42596215046956,7.266853855708421,19.414265442635244,4.869556940607921,7.711549396262906
40,57.754483419780726,168.53357269600193,55.74610890241844,174.57226484172247,4.854759193244792,170.0562850327305,5.249719694004369,9.67127041066929
41,101.28094723513452,150.23601371224743,61.70220340356404,177.84668998287057,5.3471360806924615,147.061756107288,0.7266500101789304,3.651221819501177
42,123.5511563506432,163.0521502533298,75.34709272136901,176.6909603625222,5.107771918717709,137.59092634803267,1.775539129417686,0.1141045908163917
43,166.39598310946946,165.60495656692518,66.94548813356822,114.8114203864384,2.7767133098345718,109.05643010993656,8.856935379582378,13.225337442260589
44,168.1460462803436,165.170337764101,67.70973148100403,120.2043020579066,1.4636164841942227,108.30501973800368,8.521319266442623,12.634523951370252
45,168.75157357575824,165.01137951347118,66.13722855838284,72.62879987721955,1.4929918088367398,106.83301022917064,8.72820702697013,13.903202712944344
46,168.9642159797383,165.50007946268752,67.28499600366015,74.72320550760068,1.5350633764496866,106.56083008930752,8.801409593962937,14.412814038155371
47,168.104444576861,163.5792733522974,69.32207027951488,74.66079918611891,0.8867336799567069,105.88839826666722,8.911145200215193,14.236291281046883
48,171.24839312419945,163.66731669616905,66.20161427664452,85.15386446040213,0.650239315483321,105.42619510621796,8.30064238526447,12.854468799094432
49,170.83774230839512,163.4103155928382,65.0042080692353,168.4928680599671,0.1494725714477364,107.66272009815988,7.735355370276686,9.189346441326135
50,170.8244515391214,163.1306469877759,64.09159878963555,175.5212932227202,0.1863767454196392,108.23976285321125,7.054285084962487,7.133342200468877
51,173.31536039632152,162.62713674353805,64.61362428337183,171.21471243933237,1.753378869396609,108.20345788256016,7.022227344364411,7.247291764077305
52,174.44838672378563,162.97773478618248,63.72028710886922,177.021302670705,2.47771589569309,108.59613605970196,7.023214720672064,7.059580151574786
53,175.03800602761157,162.48303684761854,63.88507336754301,179.54676459064615,3.316437661569384,108.89140680172396,6.9634646690742805,6.8990699599949386
54,172.46073987838005,162.3373625780727,65.39651878888506,177.97367998396496,3.4547244314680463,108.67610281234056,7.064193536188029,7.1098785643319005
55,169.55568878052162,163.08118173349638,71.32986871444658,176.0575061745985,3.42463167550877,108.65775920765384,7.360851939242709,7.931759213226512
56,168.7697958365953,163.66029068729955,70.9999247090521,178.86742055239304,3.453317513141542,108.6221316589441,7.695568521254112,8.557709043920175
