frame,Left Arm,Right Arm,Left Leg,Right Leg,Left Shoulder,Right Shoulder,Chest L,Chest R
0,39.44549086905646,162.69137675775855,168.44918530796846,127.10922686619293,57.27830082374207,14.447386178911795,22.211901844693887,22.778314177040944
1,40.59966466952588,150.49032693130076,160.91458295906364,178.48137510439614,59.42105559133895,13.215256197183956,19.34311028248316,19.078763575831125
2,43.48638024719299,138.4178393052512,175.19362789060554,174.13550837255232,62.87611479315124,10.194497600550797,17.322555791196667,17.444345475146015
3,67.4395183028519,132.58200781779914,111.8298242474288,178.81645876952777,74.21352036291617,12.497295438963697,7.045012595046712,7.077215784186066
4,67.92202629849169,139.86603618706835,105.493815786667,167.23680342638716,74.66313984179646,14.79658053100348,7.503341706530015,7.591990781280222
5,142.0543417049202,36.9632509588549,87.72351734487053,165.34023685614588,15.9951691436001,54.11419846076458,19.884198464034743,20.72165895946448
6,155.1050031816328,40.75531007682355,84.07648258629966,161.5648474805193,18.249651950761827,58.605992310618994,20.277352484571765,21.36295058815553
7,155.1050031816328,40.75531007682355,84.07648258629966,161.5648474805193,18.249651950761827,58.605992310618994,20.277352484571765,21.36295058815553
8,143.31910913271895,18.54808790591536,84.93512911505373,162.96609572811948,17.3585782649476,52.28641723564706,20.15882714289349,21.195588950109872
9,110.63782953845836,38.22549714398027,83.46628767511181,162.06566422282873,21.02991916131393,56.89936633470847,20.438787086265258,21.528554614930027
10,84.0162495544105,38.54622219545267,79.30147934717266,159.33901952734433,20.43800883088348,55.26798067495731,20.255715349466204,21.094212492131124
11,70.37586940542151,39.083968951847474,82.28138869330583,162.3778834696241,20.31542044069435,53.84019829125671,20.30307288871132,21.124445069459878
12,65.85245303656,37.04964056952704,79.7786153472369,162.318526077672,21.19463007247404,51.44798373189445,20.220473607360336,21.018693110423705
13,59.56805395598242,37.75279284931623,81.68318807066395,163.38947971514622,20.066462806358874,51.89633623333109,20.39874122771255,21.132337310557737
14,55.47451352860786,37.61302738202461,78.21794150161354,162.28878433348336,20.934128670573266,51.511013769021865,20.10806678458276,20.822140772991997
15,46.89496381403092,36.55141805972749,76.41315374898187,163.42729462759257,21.727125203564352,50.67685703017781,19.6889052714203,20.44566401569468
16,41.52866719244635,36.30421439655919,75.63601208285267,162.83506538251493,22.337603073520885,49.68126094076441,19.239480626375304,19.9975718911587
17,43.12384046713672,36.255741545467146,73.9335551415498,163.09793113851194,26.13288977196913,50.42255418454165,19.413537087986374,20.132371205961977
18,44.95931597361113,36.38493696514819,73.82588721411456,179.14383624272915,30.323884210930046,49.72870849288565,19.98007408075522,20.63789733389334
19,48.20674549966617,37.55692548754169,72.5433079347167,171.22067915411543,37.846994568443286,50.23798697529725,21.378780686208454,21.647392970991653
20,58.65921629481197,38.668569461976375,71.52728300335616,158.39577582905127,51.00473051370719,51.17382560520776,22.51384969478777,22.4558895408116
21,69.43307411745978,38.18386307350754,68.89300246141428,176.28609420211876,62.05380390794394,50.06616612799407,22.921039742845032,22.813909718137708
22,88.54144348456748,35.44026506501792,66.31160575183766,170.4251137743875,81.53741975750215,47.10979355133647,23.25140329942593,23.121902632317187
23,106.58454619360906,34.49047395059609,64.40065536248218,169.16810484695938,101.04243863881102,46.20967617316649,23.38671851312461,23.174195814576244
24,114.4147696329514,35.29963425691781,61.105220057545246,168.54606845240787,109.89342330302728,46.9925520303273,23.405318411741423,23.03437065388925
25,114.34166664968193,33.81762432080013,62.547777124814665,172.43318151964195,112.0095850012933,45.03243014519427,23.642261874613585,22.84413445154743
26,112.56122330542767,33.89802129330753,62.39356957217141,171.70349361333462,110.557419184083,43.44920691494969,23.65964393310313,22.67586248988289
27,115.31094695282545,36.01726568669502,62.04980211047727,171.3224409098829,113.00937980437654,44.98220806389784,23.76645855063624,22.608939048439737
28,115.2269573036274,38.23746054227964,59.561241541801465,171.04908528098198,114.09898446015012,46.962378749958766,23.821896373485064,22.611651405299952
29,110.63772674187553,39.63959455378126,61.17834403411323,172.27511308760438,110.8650073866822,49.18631708923914,23.687621603589676,22.351964647194965
30,109.39210548572493,40.74706066673491,61.45888959239631,171.6781819149602,112.45103482062838,51.057039507856935,24.2165908729325,22.754098463428612
