frame,Left Arm,Right Arm,Left Leg,Right Leg,Left Shoulder,Right Shoulder,Chest L,Chest R
0,39.44549086905646,162.69137675775855,168.44918530796846,127.10922686619293,57.27830082374207,14.447386178911795,22.211901844693887,22.778314177040944
1,38.23382222465637,160.3099131925011,179.3092331199717,173.6644988802896,57.5962972981609,15.12377274457001,20.91848527179877,21.287134265876208
2,38.47444558904431,159.95836490709868,173.130262305152,168.84976024669737,57.82027115016328,14.70861382417084,20.536793449643405,20.461974493348773
3,41.23761297819407,148.2060886861367,168.25185371256552,177.2621527790711,60.82915260915607,12.100928241345706,18.82238772834312,18.76301467227787
4,40.66476375727567,149.15972578178733,162.50582491309746,178.32124563762486,59.23576849344123,12.089868706186882,19.22948902697838,19.048715943581488
5,40.59966466952588,150.49032693130076,160.91458295906364,178.48137510439614,59.42105559133895,13.215256197183956,19.34311028248316,19.078763575831125
6,43.48638024719299,138.4178393052512,175.19362789060554,174.13550837255232,62.87611479315124,10.194497600550797,17.322555791196667,17.444345475146015
7,67.4395183028519,132.58200781779914,111.8298242474288,178.81645876952777,74.21352036291617,12.497295438963697,7.045012595046712,7.077215784186066
8,67.92202629849169,139.86603618706835,105.493815786667,167.23680342638716,74.66313984179646,14.79658053100348,7.503341706530015,7.591990781280222
9,142.0543417049202,36.9632509588549,87.72351734487053,165.34023685614588,15.9951691436001,54.11419846076458,19.884198464034743,20.72165895946448
10,155.1050031816328,40.75531007682355,84.07648258629966,161.5648474805193,18.249651950761827,58.605992310618994,20.277352484571765,21.36295058815553
11,143.31910913271895,18.54808790591536,84.93512911505373,162.96609572811948,17.3585782649476,52.28641723564706,20.15882714289349,21.195588950109872
12,110.63782953845836,38.22549714398027,83.46628767511181,162.06566422282873,21.02991916131393,56.89936633470847,20.438787086265258,21.528554614930027
13,84.0162495544105,38.54622219545267,79.30147934717266,159.33901952734433,20.43800883088348,55.26798067495731,20.255715349466204,21.094212492131124
14,70.37586940542151,39.083968951847474,82.28138869330583,162.3778834696241,20.31542044069435,53.84019829125671,20.30307288871132,21.124445069459878
15,65.85245303656,37.04964056952704,79.7786153472369,162.318526077672,21.19463007247404,51.44798373189445,20.220473607360336,21.018693110423705
16,59.56805395598242,37.75279284931623,81.68318807066395,163.38947971514622,20.066462806358874,51.89633623333109,20.39874122771255,21.132337310557737
17,55.47451352860786,37.61302738202461,78.21794150161354,162.28878433348336,20.934128670573266,51.511013769021865,20.10806678458276,20.822140772991997
18,46.89496381403092,36.55141805972749,76.41315374898187,163.42729462759257,21.727125203564352,50.67685703017781,19.6889052714203,20.44566401569468
19,41.52866719244635,36.30421439655919,75.63601208285267,162.83506538251493,22.337603073520885,49.68126094076441,19.239480626375304,19.9975718911587
20,43.12384046713672,36.255741545467146,73.9335551415498,163.09793113851194,26.13288977196913,50.42255418454165,19.413537087986374,20.132371205961977
21,44.95931597361113,36.38493696514819,73.82588721411456,179.14383624272915,30.323884210930046,49.72870849288565,19.98007408075522,20.63789733389334
22,48.20674549966617,37.55692548754169,72.5433079347167,171.22067915411543,37.846994568443286,50.23798697529725,21.378780686208454,21.647392970991653
23,58.65921629481197,38.668569461976375,71.52728300335616,158.39577582905127,51.00473051370719,51.17382560520776,22.51384969478777,22.4558895408116
24,69.43307411745978,38.18386307350754,68.89300246141428,176.28609420211876,62.05380390794394,50.06616612799407,22.921039742845032,22.813909718137708
